,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
859,female,group C,some college,standard,none,60,79,77,single,sometimes,yes,,private,05-Oct
860,female,group C,some college,free/reduced,none,46,56,58,divorced,regularly,no,1,private,< 5
861,female,group D,some high school,standard,none,79,85,79,divorced,sometimes,yes,1,private,05-Oct
862,male,group C,master's degree,standard,none,66,61,55,single,sometimes,yes,3,school_bus,< 5
863,female,group E,associate's degree,standard,none,83,89,93,married,regularly,yes,1,private,05-Oct
864,male,group D,high school,standard,completed,89,80,83,single,sometimes,yes,2,private,05-Oct
865,male,group E,high school,free/reduced,none,91,70,68,married,regularly,yes,2,school_bus,05-Oct
866,female,group B,some college,standard,none,60,66,69,single,regularly,yes,2,private,05-Oct
867,female,group E,some college,standard,completed,70,81,85,married,sometimes,yes,2,private,< 5
868,male,group E,some college,free/reduced,none,84,76,80,widowed,regularly,yes,4,school_bus,05-Oct
869,female,group D,high school,standard,none,76,74,73,divorced,sometimes,yes,3,school_bus,05-Oct
870,female,group B,some college,free/reduced,none,50,66,66,married,regularly,yes,0,school_bus,05-Oct
871,male,group C,bachelor's degree,standard,none,95,85,82,single,never,yes,2,school_bus,05-Oct
872,male,group E,some college,standard,completed,97,90,91,single,regularly,yes,1,school_bus,05-Oct
873,male,group D,associate's degree,free/reduced,none,70,65,65,married,regularly,yes,2,,05-Oct
874,male,group C,associate's degree,standard,none,81,72,74,married,regularly,yes,2,private,< 5
875,female,group C,associate's degree,free/reduced,none,63,75,72,married,regularly,yes,1,private,< 5
876,female,group D,bachelor's degree,standard,none,81,80,85,married,sometimes,yes,5,school_bus,05-Oct
877,male,group C,bachelor's degree,free/reduced,completed,78,77,78,single,regularly,no,2,,05-Oct
878,male,group E,some college,free/reduced,none,92,70,69,married,sometimes,yes,3,private,05-Oct
879,female,group D,associate's degree,free/reduced,none,69,82,87,divorced,regularly,yes,0,school_bus,05-Oct
880,female,group C,some college,standard,none,60,64,68,married,sometimes,no,1,school_bus,05-Oct
881,male,group A,associate's degree,standard,completed,65,64,72,widowed,sometimes,yes,0,,> 10
882,male,group D,high school,standard,none,71,65,61,single,sometimes,yes,3,school_bus,05-Oct
883,male,group E,some college,free/reduced,none,86,80,76,single,regularly,yes,0,school_bus,05-Oct
884,female,group E,high school,standard,none,85,95,97,single,regularly,yes,3,,< 5
885,female,group D,high school,free/reduced,none,46,50,51,married,never,yes,2,school_bus,05-Oct
886,male,group B,some college,standard,completed,79,85,79,single,sometimes,no,1,school_bus,05-Oct
887,female,group C,some high school,standard,none,65,73,74,married,,no,4,school_bus,< 5
888,male,group C,some college,free/reduced,completed,45,47,44,married,regularly,yes,3,school_bus,> 10
889,female,group C,associate's degree,standard,none,67,80,76,divorced,never,no,5,school_bus,< 5
890,male,group E,master's degree,standard,completed,81,70,72,married,sometimes,no,2,school_bus,> 10
891,male,group B,master's degree,standard,none,68,68,64,single,sometimes,yes,0,private,05-Oct
892,female,group B,high school,standard,none,61,67,65,married,sometimes,yes,2,private,05-Oct
893,male,group C,master's degree,standard,none,96,87,84,married,sometimes,no,2,school_bus,> 10
894,female,group D,high school,standard,completed,91,99,100,single,,yes,3,school_bus,< 5
895,male,group B,associate's degree,standard,none,56,61,59,married,sometimes,no,1,school_bus,05-Oct
896,male,group B,associate's degree,free/reduced,none,47,45,49,single,regularly,no,1,private,< 5
897,male,group C,master's degree,standard,completed,71,75,77,single,sometimes,no,1,private,> 10
898,female,group C,associate's degree,standard,none,90,91,95,,sometimes,yes,0,school_bus,< 5
899,female,group C,some high school,standard,none,63,58,62,divorced,never,no,1,private,05-Oct
900,female,group C,high school,free/reduced,none,37,50,45,married,regularly,no,1,,05-Oct
901,male,group C,master's degree,free/reduced,none,55,58,54,married,regularly,yes,0,school_bus,05-Oct
902,female,group C,associate's degree,standard,none,59,67,66,married,sometimes,no,3,private,> 10
903,male,group A,some high school,standard,none,56,59,54,single,sometimes,yes,3,,< 5
904,male,group C,high school,free/reduced,completed,66,65,63,married,never,yes,1,school_bus,< 5
905,male,group B,some high school,standard,completed,54,57,57,married,sometimes,no,2,school_bus,< 5
906,female,group C,some high school,free/reduced,none,40,63,56,married,sometimes,yes,1,private,< 5
907,male,group D,high school,free/reduced,none,51,52,44,single,regularly,yes,3,private,05-Oct
908,male,group D,some college,free/reduced,completed,63,55,60,single,regularly,no,2,school_bus,< 5
909,male,group D,master's degree,standard,none,58,58,60,divorced,sometimes,no,2,school_bus,05-Oct
910,male,group C,high school,standard,none,77,57,55,married,sometimes,yes,0,school_bus,05-Oct
911,female,group C,some college,standard,completed,83,100,99,married,sometimes,yes,0,school_bus,05-Oct
912,male,group C,some high school,standard,completed,55,53,53,single,sometimes,yes,0,,< 5
913,male,group D,bachelor's degree,standard,completed,66,57,68,divorced,regularly,,1,school_bus,05-Oct
914,male,group A,associate's degree,standard,none,81,76,73,married,sometimes,no,3,school_bus,> 10
915,female,group D,some college,free/reduced,completed,54,76,73,married,never,yes,1,school_bus,> 10
916,male,group E,bachelor's degree,standard,none,97,81,81,,regularly,yes,0,school_bus,05-Oct
917,male,group E,associate's degree,standard,none,91,80,76,married,sometimes,no,4,school_bus,> 10
918,male,group A,bachelor's degree,standard,none,92,80,86,married,sometimes,no,2,,< 5
919,male,group D,high school,standard,none,77,80,75,married,sometimes,yes,1,school_bus,05-Oct
920,male,group E,bachelor's degree,free/reduced,none,48,38,38,single,sometimes,yes,2,school_bus,> 10
921,female,group B,some college,standard,none,50,63,66,married,sometimes,yes,3,school_bus,05-Oct
922,male,group B,master's degree,standard,completed,61,68,69,married,regularly,yes,2,private,< 5
923,female,group D,high school,standard,none,83,87,85,married,sometimes,,3,private,< 5
924,female,group B,associate's degree,standard,none,63,74,73,married,regularly,no,1,private,05-Oct
925,female,group C,some college,standard,none,59,69,68,single,regularly,yes,5,private,05-Oct
926,male,group D,associate's degree,standard,none,85,78,75,married,sometimes,yes,2,private,> 10
927,female,group E,high school,free/reduced,none,67,68,66,married,regularly,no,2,private,
928,female,group B,some college,free/reduced,none,40,54,51,married,sometimes,no,2,,< 5
929,male,group D,high school,free/reduced,completed,76,69,70,single,sometimes,yes,1,private,05-Oct
930,male,group C,some college,standard,none,58,49,47,married,sometimes,no,1,school_bus,05-Oct
931,male,group B,associate's degree,standard,completed,62,57,58,single,sometimes,no,1,private,05-Oct
932,female,group C,some college,standard,completed,85,87,93,divorced,never,yes,1,private,< 5
933,female,group B,associate's degree,free/reduced,completed,56,54,63,married,regularly,yes,1,school_bus,05-Oct
934,male,group B,some high school,free/reduced,none,59,59,57,single,regularly,yes,4,school_bus,< 5
935,male,group D,high school,standard,completed,74,63,58,married,never,yes,4,school_bus,05-Oct
936,male,group D,associate's degree,free/reduced,none,57,53,59,single,sometimes,no,2,school_bus,< 5
937,female,group A,some high school,standard,completed,51,70,67,married,,yes,5,private,05-Oct
938,female,group B,bachelor's degree,standard,completed,71,95,91,married,sometimes,yes,3,private,05-Oct
939,male,group A,associate's degree,standard,none,61,57,56,divorced,sometimes,no,1,school_bus,> 10
940,female,group E,master's degree,standard,none,62,65,64,married,sometimes,no,1,school_bus,< 5
941,female,group D,bachelor's degree,standard,none,71,75,78,married,sometimes,yes,3,,05-Oct
942,female,group C,high school,standard,none,38,47,44,single,regularly,no,1,school_bus,< 5
943,male,group B,some high school,standard,completed,64,61,64,married,sometimes,no,4,private,05-Oct
944,male,group D,bachelor's degree,standard,none,60,50,57,married,regularly,yes,0,school_bus,05-Oct
945,female,group D,bachelor's degree,standard,none,94,100,98,married,sometimes,yes,2,school_bus,05-Oct
946,female,group C,master's degree,standard,none,69,72,73,divorced,sometimes,yes,2,private,> 10
947,male,group E,high school,standard,none,74,71,66,married,sometimes,yes,3,school_bus,05-Oct
948,male,group B,high school,free/reduced,completed,54,45,48,married,sometimes,yes,4,,< 5
949,male,group D,high school,standard,none,84,73,67,married,sometimes,yes,2,private,05-Oct
950,female,group C,associate's degree,standard,none,87,94,93,divorced,sometimes,yes,0,private,05-Oct
951,male,group D,associate's degree,standard,none,50,52,50,married,sometimes,yes,1,school_bus,05-Oct
952,female,group D,high school,standard,completed,48,60,63,widowed,sometimes,yes,1,school_bus,> 10
953,male,group C,high school,standard,none,80,87,77,married,sometimes,no,1,private,05-Oct
954,male,group D,high school,free/reduced,none,68,69,65,single,regularly,yes,0,school_bus,05-Oct
955,female,group D,some college,standard,none,68,75,79,single,sometimes,yes,2,school_bus,> 10
956,male,group E,high school,free/reduced,none,77,65,66,divorced,never,yes,2,school_bus,
957,male,group B,some high school,free/reduced,completed,65,66,59,married,regularly,yes,1,private,05-Oct
958,female,group E,some high school,standard,completed,81,70,77,single,,yes,2,private,05-Oct
959,female,group D,some college,standard,none,71,78,79,divorced,sometimes,yes,2,private,05-Oct
960,male,group D,some high school,free/reduced,completed,60,54,54,married,regularly,no,2,private,05-Oct
961,male,group E,master's degree,free/reduced,completed,80,65,72,single,regularly,yes,1,private,05-Oct
962,male,group C,some college,standard,none,60,56,49,divorced,sometimes,yes,,school_bus,05-Oct
963,female,group B,associate's degree,standard,completed,85,98,100,divorced,never,yes,,private,< 5
964,male,group D,bachelor's degree,standard,completed,74,64,68,divorced,never,no,1,,< 5
965,female,group B,some college,standard,none,68,71,67,married,never,yes,0,private,05-Oct
966,female,group E,master's degree,free/reduced,none,75,80,72,divorced,sometimes,yes,2,school_bus,05-Oct
967,male,group D,associate's degree,standard,none,64,60,58,married,never,yes,2,school_bus,> 10
968,female,group C,bachelor's degree,standard,none,46,62,62,married,regularly,yes,2,school_bus,05-Oct
969,female,group E,master's degree,free/reduced,none,60,63,65,married,sometimes,yes,2,school_bus,< 5
970,female,group B,some college,standard,none,49,55,53,single,sometimes,yes,0,private,< 5
971,female,group D,some high school,standard,completed,53,71,71,divorced,sometimes,yes,3,school_bus,05-Oct
972,male,group D,some college,standard,none,73,71,69,single,sometimes,yes,2,school_bus,< 5
973,female,group E,high school,free/reduced,completed,66,76,77,married,regularly,yes,6,school_bus,05-Oct
974,male,group D,bachelor's degree,free/reduced,none,90,87,78,divorced,sometimes,,,school_bus,< 5
975,female,group D,associate's degree,standard,completed,86,93,99,married,sometimes,yes,0,,05-Oct
976,female,group D,bachelor's degree,standard,none,69,87,88,married,regularly,yes,0,private,05-Oct
977,female,group C,some high school,standard,completed,65,72,69,married,sometimes,,6,,< 5
978,male,group C,master's degree,free/reduced,none,88,84,85,single,regularly,yes,1,,< 5
979,male,group B,high school,free/reduced,none,68,58,59,married,sometimes,yes,2,school_bus,05-Oct
980,male,group E,some high school,free/reduced,none,71,60,56,married,never,yes,3,school_bus,< 5
981,male,group C,some college,standard,none,88,87,80,married,regularly,yes,0,school_bus,> 10
982,female,group A,some college,standard,completed,49,66,63,married,,yes,2,private,05-Oct
983,female,group D,bachelor's degree,free/reduced,completed,72,81,87,married,sometimes,no,2,school_bus,05-Oct
984,male,group C,some high school,standard,none,61,56,47,single,,yes,0,school_bus,05-Oct
985,male,group C,some high school,free/reduced,none,40,35,34,single,sometimes,yes,1,school_bus,> 10
986,female,group C,some college,free/reduced,none,41,58,52,married,sometimes,yes,3,private,< 5
987,female,group D,high school,standard,none,79,79,87,divorced,sometimes,no,1,school_bus,< 5
988,male,group C,some high school,free/reduced,none,57,55,53,married,sometimes,no,,private,> 10
989,male,group C,associate's degree,standard,completed,91,95,91,single,sometimes,yes,5,private,> 10
990,male,group A,some high school,standard,completed,62,59,60,married,sometimes,no,2,private,> 10
991,female,group E,master's degree,free/reduced,completed,58,72,73,married,sometimes,yes,3,private,05-Oct
992,female,group A,some college,standard,completed,66,72,80,single,regularly,no,3,school_bus,< 5
993,male,group D,bachelor's degree,standard,none,83,81,80,,sometimes,yes,1,school_bus,05-Oct
994,female,group C,master's degree,standard,none,71,65,64,divorced,never,yes,1,school_bus,< 5
995,female,group D,high school,free/reduced,completed,48,75,76,married,sometimes,yes,2,,< 5
996,female,group D,some high school,free/reduced,none,54,72,63,single,regularly,yes,1,private,05-Oct
997,male,group C,some college,standard,none,51,45,37,single,sometimes,yes,0,school_bus,< 5
998,male,group D,associate's degree,free/reduced,none,53,53,49,single,sometimes,yes,0,school_bus,< 5
999,female,group E,associate's degree,standard,none,85,98,89,divorced,regularly,yes,1,,
0,female,group C,associate's degree,free/reduced,completed,56,75,69,single,sometimes,,1,school_bus,> 10
